organism,slot,axis,context,unit,grade,genes,coverage,positive,filled_by,detail,policy,candidates,candidate_titles,blocked_by,searched,would_fill_it
Tg,Tg_chromatin accessibility,regulation,stages,gene,A,7988,98.1%,,atac_promoter_,1 columns,one,"PMID 38093015 PRJNA921935 (pre-sexual stages); GSE277553 (from the GEO index, verify assay and parasite-gene shape); PMID 40823841 GSE249123 (from the GEO index, verify assay and parasite-gene shape); GSE287334 (from the GEO index, verify assay and parasite-gene shape); PMID 35041939 GSE175919 (from the GEO index, verify assay and parasite-gene shape); PMID 38791568 GSE249604 (from the GEO index, verify assay and parasite-gene shape); PMID 38093015 GSE222835 (from the GEO index, verify assay and parasite-gene shape); PMID 38093015 GSE222832 (from the GEO index, verify assay and parasite-gene shape); PMID 38093015 GSE222819 (from the GEO index, verify assay and parasite-gene shape)",38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages. | from the GEO index; verify assay and parasite-gene shape | 40823841: AP2X-1 is a negative regulator of Toxoplasma gondii sexual commitment | from the GEO index; verify assay and parasite-gene shape | 35041939: A potent HDAC inhibitor blocks Toxoplasma gondii tachyzoite growth and profoundly disrupts parasite gene expression. | 38791568: AP2XII-1 and AP2XI-2 Suppress Schizogony Gene Expression in Toxoplasma gondii | 38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages. | 38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages. | 38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages.,,,
Tg,Tg_RNA modification · m6A / 5mC,regulation,tachyzoite,gene,C,837,10.3%,,n_m6a_peaks,1 columns,separate,"PMID 34263725 GSE168155 (m6A reader and polyadenylation); PMID 40830525 GSE294543 (5mC methylome across lineages); GSE313582 (from the GEO index, verify assay and parasite-gene shape); GSE313273 (from the GEO index, verify assay and parasite-gene shape); GSE313048 (from the GEO index, verify assay and parasite-gene shape); PMID 41193469 GSE287537 (from the GEO index, verify assay and parasite-gene shape); GSE277553 (from the GEO index, verify assay and parasite-gene shape); PMID 40830525 GSE294543 (from the GEO index, verify assay and parasite-gene shape); PMID 40823841 GSE249123 (from the GEO index, verify assay and parasite-gene shape); PMID 40217127 GSE271902 (from the GEO index, verify assay and parasite-gene shape)",34263725: A plant-like mechanism coupling m6A reading to polyadenylation safeguards transcriptome integrity and developmental gene partitioning in Toxoplasma. | 40830525: Cross-lineage 5-methylcytosine methylome profiling reveals methylated divergence among Toxoplasma gondii tachyzoites of the three major clonal lineages. | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41193469: Toxoplasma gondii chromatin remodeler SWI/SNF controls parasite division and gene expression. | from the GEO index; verify assay and parasite-gene shape | 40830525: Cross-lineage 5-methylcytosine methylome profiling reveals methylated divergence among Toxoplasma gondii tachyzoites of the three major clonal lineages. | 40823841: AP2X-1 is a negative regulator of Toxoplasma gondii sexual commitment | 40217127: An ISWI-related chromatin remodeler orchestrates parasite lifecycle progression by insulating gene expression in a densely packed genome [RNA-seq],,,
Tg,Tg_splicing / isoform use,regulation,stages,gene,C,798,9.8%,,novel_transcript_models,1 columns,one,"PMID 33688018 PRJNA606986 (nanopore isoform landscape); GSE277553 (from the GEO index, verify assay and parasite-gene shape); PMID 40823841 GSE249123 (from the GEO index, verify assay and parasite-gene shape); GSE287334 (from the GEO index, verify assay and parasite-gene shape); PMID 35041939 GSE175919 (from the GEO index, verify assay and parasite-gene shape); PMID 38791568 GSE249604 (from the GEO index, verify assay and parasite-gene shape); PMID 38093015 GSE222835 (from the GEO index, verify assay and parasite-gene shape); PMID 38093015 GSE222832 (from the GEO index, verify assay and parasite-gene shape); PMID 38093015 GSE222819 (from the GEO index, verify assay and parasite-gene shape)",33688018: Direct Nanopore Sequencing of mRNA Reveals Landscape of Transcript Isoforms in Apicomplexan Parasites. | from the GEO index; verify assay and parasite-gene shape | 40823841: AP2X-1 is a negative regulator of Toxoplasma gondii sexual commitment | from the GEO index; verify assay and parasite-gene shape | 35041939: A potent HDAC inhibitor blocks Toxoplasma gondii tachyzoite growth and profoundly disrupts parasite gene expression. | 38791568: AP2XII-1 and AP2XI-2 Suppress Schizogony Gene Expression in Toxoplasma gondii | 38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages. | 38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages. | 38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages.,,,
Tg,Tg_RNA stability / half-life,regulation,tachyzoite,gene,C,412,5.1%,,mrna_remaining_5h_actinomycin,1 columns,one,"PMID 39899594 PRJEB67890 (iron-mediated post-transcriptional regulation); GSE313582 (from the GEO index, verify assay and parasite-gene shape); GSE313273 (from the GEO index, verify assay and parasite-gene shape); GSE313048 (from the GEO index, verify assay and parasite-gene shape); PMID 41193469 GSE287537 (from the GEO index, verify assay and parasite-gene shape); GSE277553 (from the GEO index, verify assay and parasite-gene shape); PMID 40830525 GSE294543 (from the GEO index, verify assay and parasite-gene shape); PMID 40823841 GSE249123 (from the GEO index, verify assay and parasite-gene shape); PMID 40217127 GSE271902 (from the GEO index, verify assay and parasite-gene shape)",39899594: Iron-mediated post-transcriptional regulation in Toxoplasma gondii. | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41193469: Toxoplasma gondii chromatin remodeler SWI/SNF controls parasite division and gene expression. | from the GEO index; verify assay and parasite-gene shape | 40830525: Cross-lineage 5-methylcytosine methylome profiling reveals methylated divergence among Toxoplasma gondii tachyzoites of the three major clonal lineages. | 40823841: AP2X-1 is a negative regulator of Toxoplasma gondii sexual commitment | 40217127: An ISWI-related chromatin remodeler orchestrates parasite lifecycle progression by insulating gene expression in a densely packed genome [RNA-seq],,,
Tg,Tg_localization · measured,localization,hyperLOPIT,gene,A,8140,100.0%,,"compartment, compartment_source, lopit_prob, lopit_methods_agree, lopit_confident",6 columns,one,,,,,
Tg,Tg_localization · transferred,localization,orthoLOPIT,gene,A,8140,100.0%,,"ortholopit_, compartment_best",5 columns,fill,,,,,
Tg,Tg_membrane topology,localization,sequence,gene,A,8140,100.0%,,"dtm_class, n_tm, has_signal_peptide, is_tm, tm_kd_, tm_len_mean",7 columns,one,,,,,
Tg,Tg_exposure to host cytosol,localization,"PVM, export",gene,C,1274,15.7%,73,pvm_proximity_positive,1 columns,fill,PMID 38747635 (TurboID exportome of secreted disordered proteins); PMID 29615509 GSE109830 (MYR1-dependent effectors); PMID 31366709 GSE122786 (translocation across the PVM),"38747635: TurboID mapping reveals the exportome of secreted intrinsically disordered proteins in the transforming parasite Theileria annulata. | 29615509: MYR1-Dependent Effectors Are the Major Drivers of a Host Cell's Early Response to Toxoplasma, Including Counteracting MYR1-Independent Effects. | 31366709: Translocation of Dense Granule Effectors across the Parasitophorous Vacuole Membrane in Toxoplasma-Infected Cells Requires the Activity of ROP17, a Rhoptry Protein Kinase.",,,
Tg,Tg_secretome / excreted,localization,ESA,gene,C,165,2.0%,,secretome_soluble_over_vesicle_log2,1 columns,one,"PMID 40874616 Ramirez-Flores vesicles (soluble against vesicular secreted fractions); PMID 39082802 GSE253885 (from the GEO index, verify assay and parasite-gene shape); PMID 39082802 GSE253884 (from the GEO index, verify assay and parasite-gene shape)",40874616: Mapping a Toxoplasma gondii interactome by crosslinking mass spectrometry and machine learning. | 39082802: CRISPR screens identify genes essential for in vivo virulence among proteins of hyperLOPIT-unassigned subcellular localization in Toxoplasma. | 39082802: CRISPR screens identify genes essential for in vivo virulence among proteins of hyperLOPIT-unassigned subcellular localization in Toxoplasma.,,,
Tg,Tg_co-transcription,relation,stage series,pair,A,6375,78.3%,,coexpression,"49,293 pairs",separate,,,,,
Tg,Tg_co-translation,relation,ribosome profiling,pair,B,1094,13.4%,,cotranslation,"6,344 pairs",separate,"GSE334992 (from the GEO index, verify assay and parasite-gene shape); PMID 40830525 GSE294543 (from the GEO index, verify assay and parasite-gene shape); PMID 37350586 GSE228853 (from the GEO index, verify assay and parasite-gene shape); PMID 29788176 GSE109086 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | 40830525: Cross-lineage 5-methylcytosine methylome profiling reveals methylated divergence among Toxoplasma gondii tachyzoites of the three major clonal lineages. | 37350586: An apicomplexan bromodomain protein, TgBDP1, associates with diverse epigenetic factors to regulate essential transcriptional processes in Toxoplasma gondii. | 29788176: Cooperative binding of ApiAP2 transcription factors is crucial for the expression of virulence genes in Toxoplasma gondii.",,,
Tg,Tg_co-fitness,relation,seven screens,pair,A,7290,89.6%,,cofitness,"88,997 pairs",separate,,,,,
Tg,Tg_interaction · crosslink MS,relation,measured contact,pair,B,1630,20.0%,,xlms,"2,842 pairs",one,,,,,
Tg,"Tg_interaction · IP-MS, parasite-parasite",relation,pulldown,pair,C,48,0.6%,,ip_ms,64 pairs,fill,55 IP-MS studies already downloaded and not curated,55 IP-MS studies already downloaded and not curated,,,
Tg,Tg_interaction · proximity labelling,relation,BioID / TurboID,gene,B,1742,21.4%,,n_proximity_partners,1 columns,fill,"44 BioID studies already downloaded; PMID 36214684 PXD032102 (calmodulin proximal interactors); PXD059579 (from the PRIDE index, verify the modification and the organism)",44 BioID studies already downloaded | 36214684: Essential Functions of Calmodulin and Identification of Its Proximal Interacting Proteins in Tachyzoite-Stage Toxoplasma gondii via BioID Technology. | from the PRIDE index; verify the modification and the organism,,,
Tg,Tg_interaction · structural similarity,relation,Foldseek,pair,A,2338,28.7%,,struct,"11,684 pairs",one,,,,,
Tg,Tg_interaction · with host proteins,relation,host IP-MS,pair,C,5,0.1%,,bridge:host,"733 pairs, 5 parasite gene(s)",separate,"PMID 32075880 PXD016383 (MYR1 co-IP); PMID 38747635 (exportome TurboID); GSE313582 (from the GEO index, verify assay and parasite-gene shape); GSE313273 (from the GEO index, verify assay and parasite-gene shape); GSE334992 (from the GEO index, verify assay and parasite-gene shape); PMID 37350586 GSE228853 (from the GEO index, verify assay and parasite-gene shape); PMID 33816350 GSE166828 (from the GEO index, verify assay and parasite-gene shape); PMID 33816350 GSE166827 (from the GEO index, verify assay and parasite-gene shape); PMID 21179246 GSE22100 (from the GEO index, verify assay and parasite-gene shape)","32075880: Coimmunoprecipitation with MYR1 Identifies Three Additional Proteins within the Toxoplasma gondii Parasitophorous Vacuole Required for Translocation of Dense Granule Effectors into Host Cells. | 38747635: TurboID mapping reveals the exportome of secreted intrinsically disordered proteins in the transforming parasite Theileria annulata. | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37350586: An apicomplexan bromodomain protein, TgBDP1, associates with diverse epigenetic factors to regulate essential transcriptional processes in Toxoplasma gondii. | 33816350: Targeted transcriptomic analysis of C57BL/6 and BALB/c mice during progressive chronic Toxoplasma gondii infection reveals changes in host and parasitic gene expression relating to neuropathology and resolution | 33816350: Targeted transcriptomic analysis of C57BL/6 and BALB/c mice during progressive chronic Toxoplasma gondii infection reveals changes in host and parasitic gene expression relating to neuropathology and resolution | 21179246: Toxoplasma gondii lysine acetyltransferase GCN5-A functions in the cellular response to alkaline stress and expression of cyst genes.",,,
Tg,Tg_shared compartment,relation,hyperLOPIT,pair,B,1724,21.2%,,compartment,"118,712 pairs",one,,,,,
Tg,Tg_shared orthogroup,relation,OrthoMCL,pair,B,1258,15.5%,,orthogroup,"3,452 pairs",one,,,,,
Tg,Tg_shared domain,relation,InterPro,pair,A,2235,27.5%,,domain,"10,272 pairs",one,,,,,
Tg,Tg_interaction degree · crosslink MS,relation,measured contact,gene,A,8140,100.0%,,"n_xlink_partners, best_model_agreement",2 columns,separate,,,,,
Tg,Tg_interaction degree · IP-MS,relation,curated pulldown,gene,A,8140,100.0%,,n_ipms_partners,1 columns,one,,,,,
Tg,Tg_interaction degree · structural similarity,relation,Foldseek,gene,A,8140,100.0%,,n_struct_similar,1 columns,one,,,,,
Tg,Tg_host interaction degree,host effect,curated parasite-host interactions,gene,A,8140,100.0%,,n_host_targets,1 columns,one,,,,,
Tg,Tg_downloaded-study membership,NEVER a feature,BioID / IP-MS corpus coverage,gene,A,8140,100.0%,,"n_bioid_studies, n_ipms_studies",2 columns,separate,,,,,
Tg,Tg_analysis-derived structural holes,NEVER a feature,coexpression + cofitness - literature,gene,A,8140,100.0%,,n_holes,1 columns,one,,,,,
Tg,Tg_assay confidence and significance,NEVER a feature,target evidence metadata,gene,C,252,3.1%,,hosttx_padj,1 columns,one,,,,,
Tg,Tg_host transcriptional effect per effector,host effect,dual perturb-seq,gene,C,252,3.1%,,"hosttx_T2, hosttx_signature_",23 columns,separate,"PMID 37827122 GSE229505 (the per-effector host signature, not just its p-value)",37827122: High-throughput identification of Toxoplasma gondii effector proteins that target host cell transcription.,,,
Tg,Tg_domain content,sequence,InterPro,gene,A,8140,100.0%,,"n_interpro, has_domain, interpro_id, interpro_desc, pfam_id",5 columns,one,,,,,
