gene_id	utr5_length	utr5_n_uaugs	utr5_n_uorfs	utr5_n_oorfs	utr5_n_inframe_ext	utr5_kozak_score
TGME49_212260	527	1	1	0	0	0.7780726333
TGME49_212270	307	4	3	1	0	0.7304900572
TGME49_212290	76	0				0.9056106123
TGME49_212300	1258	17	17	0	0	0.4843917627
TGME49_212310	263	1	1	0	0	0.5666035876
TGME49_212725	806	7	7	0	0	0.5526688639
TGME49_212735	330	4	2	2	0	0.9141265431
TGME49_212760	815	10	10	0	0	0.8936046188
TGME49_212770	329	0				0.6716696853
TGME49_212775	35	2	1	1	0	0.5467741027
TGME49_212780	527	4	4	0	0	0.5000062139
TGME49_212800	803	1	0	1	0	0.5923615749
TGME49_212820	1023	6	6	0	0	0.8932359229
TGME49_212840	401	2	2	0	0	0.5787342028
TGME49_212850	348	7	6	1	0	0.5005491448
TGME49_212860	769	3	3	0	0	0.8574584585
TGME49_212880	646	4	3	1	0	0.9487163019
TGME49_212900	1008	12	10	2	0	0.5661076221
TGME49_212920	261	5	4	1	0	0.5546078627
TGME49_212930	195	2	2	0	0	0.4272876933
TGME49_212950	1042	15	15	0	0	0.7049164819
TGME49_212960	313	1	1	0	0	0.7619471146
TGME49_212980	1570	4	4	0	0	0.9136055941
TGME49_212990	805	5	5	0	0	0.9056118841
TGME49_213000	550	0				0.5798882462
TGME49_213010	1253	8	8	0	0	0.7465598405
TGME49_213030	722	3	3	0	0	0.9034511436
TGME49_213040	1008	15	14	1	0	0.9012693513
TGME49_213050	103	1	0	1	0	0.5198666323
TGME49_213060	434	2	2	0	0	0.737448149
TGME49_213067	834	6	4	2	0	0.7527062602
TGME49_213072	809	3	3	0	0	0.7595394322
TGME49_213100	1193	15	15	0	0	0.8932516012
TGME49_213115	320	0				0.7458860933
TGME49_213240	465	7	7	0	0	0.8968798169
TGME49_213280	225	1	1	0	0	0.8214301988
TGME49_213300	599	5	1	4	0	0.7451698225
TGME49_213310	1566	13	13	0	0	0.4666610395
TGME49_213325	896	10	10	0	0	0.8040035999
TGME49_213350	87	0				0.9147016312
TGME49_213370	1266	5	4	1	0	0.7118575825
TGME49_213388	1820	13	12	1	0	0.5119563365
TGME49_213392	916	8	8	0	0	0.9042747478
TGME49_213400	1677	7	7	0	0	0.811964509
TGME49_213410	590	0				0.9237380148
TGME49_213420	1043	9	9	0	0	0.9778045072
TGME49_213490	435	6	4	2	0	0.5130650184
TGME49_213520	150	1	1	0	0	0.4615980396
TGME49_213550	1201	12	11	1	0	0.8090435501
TGME49_213570	729	11	11	0	0	0.9203448772
TGME49_213580	41	1	1	0	0	0.9803030952
TGME49_213590	484	2	2	0	0	0.6439139878
TGME49_213600	620	9	8	1	0	0.4393526422
TGME49_213610	768	18	18	0	0	0.3925703182
TGME49_213620	1505	27	27	0	0	0.3846388322
TGME49_213650	492	9	9	0	0	0.7623363428
TGME49_213660	2147	37	37	0	0	0.5245294501
TGME49_213670	161	0				0.8358313989
TGME49_213680	450	4	2	2	0	0.8663866521
TGME49_213690	283	1	1	0	0	0.9105814018
TGME49_213710	1082	14	11	3	0	0.5468427153
TGME49_213730	939	10	10	0	0	0.8539596019
TGME49_213740	851	9	8	1	0	0.8528800277
TGME49_213746	434	1	0	1	0	0.9680560706
TGME49_213752	269	1	1	0	0	0.5840481506
TGME49_213770	714	3	2	1	0	0.7448093548
TGME49_213790	683	5	5	0	0	0.7573633356
TGME49_213800	665	0				0.8804918209
TGME49_213810	455	6	5	1	0	0.8578900037
TGME49_213820	2422	23	21	2	0	0.9209408948
TGME49_213830	825	3	2	1	0	0.7771205391
TGME49_213870	391	1	1	0	0	0.9167872348
TGME49_213880	359	1	0	1	0	0.8075505325
TGME49_213890	636	2	1	0	1	0.7491904183
TGME49_213900	1320	6	4	2	0	0.8290636289
TGME49_213910	1272	9	9	0	0	0.9019021863
TGME49_213920	762	2	2	0	0	0.6869959079
TGME49_213930	1728	13	13	0	0	0.8051078544
TGME49_213940	97	0				0.9184530235
TGME49_213950	2147	22	22	0	0	0.8374143268
TGME49_213970	1208	12	12	0	0	0.7507712166
TGME49_214080	101	1	1	0	0	0.9839917244
TGME49_214090	654	1	0	1	0	0.7871242634
TGME49_214100	1096	10	8	2	0	0.3320627381
TGME49_214110	959	4	4	0	0	0.81791215
TGME49_214120	1144	8	7	1	0	0.8456458632
TGME49_214130	624	3	3	0	0	0.9146970911
TGME49_214140	3430	26	26	0	0	0.8241643753
TGME49_214150	648	1	1	0	0	0.9812732975
TGME49_214170	935	7	7	0	0	0.82765256
TGME49_214180	945	2	2	0	0	0.911613667
TGME49_214190	592	1	1	0	0	0.7565896549
TGME49_214200	741	4	2	2	0	0.5346842462
TGME49_214210	651	3	3	0	0	0.6639119042
TGME49_214220	173	0				0.9799360899
TGME49_214230	873	5	4	1	0	0.8230475728
TGME49_214240	570	5	5	0	0	0.9551396802
TGME49_214250	276	2	2	0	0	0.7781885782
TGME49_214260	590	2	2	0	0	0.8706068157
TGME49_214270	591	2	2	0	0	0.9111178138
TGME49_214280	2998	32	30	2	0	0.4024385678
TGME49_214290	372	3	2	1	0	0.3467377261
TGME49_214295						
TGME49_214300	859	7	7	0	0	0.5283398879
TGME49_214310	962	12	11	1	0	0.5302621211
TGME49_214320	158	0				0.88983517
TGME49_214330	496	5	4	1	0	0.7594322272
TGME49_214340	455	0				0.3402145197
TGME49_214350	111	0				0.8334995511
TGME49_214370	513	7	7	0	0	0.9494167558
TGME49_214385	613	5	5	0	0	0.8285997495
TGME49_214400						
TGME49_214410	1644	13	13	0	0	0.5570546754
TGME49_214420	671	7	5	2	0	0.5076814131
TGME49_214440	571	4	4	0	0	0.8401573784
TGME49_214470	466	4	3	1	0	0.5629240236
TGME49_214480	768	5	5	0	0	0.8326070203
TGME49_214490	267	0				0.9227516976
TGME49_214500	343	3	2	1	0	0.6044706171
TGME49_214520	1051	12	11	1	0	0.873535592
TGME49_214530	1201	8	8	0	0	0.4294249842
TGME49_214540	47	1	0	1	0	0.7807154944
TGME49_214560	341	4	3	1	0	0.6089570203
TGME49_214575	245	1	1	0	0	0.8757777333
TGME49_214590	713	6	6	0	0	0.7894371831
TGME49_214600	449	2	2	0	0	0.6237049794
TGME49_214610	844	5	5	0	0	0.9086327893
TGME49_214620	1211	5	5	0	0	0.6215852958
TGME49_214630	1057	5	4	1	0	0.6046281133
TGME49_214750	307	0				0.5051489289
TGME49_214760	3493	38	38	0	0	0.365013428
TGME49_214770	997	1	1	0	0	0.8308986568
TGME49_214780	585	5	5	0	0	0.5503410054
TGME49_214783						
TGME49_214790	83	0				0.9718759899
TGME49_214810	659	7	7	0	0	0.8757388465
TGME49_214820	1089	5	5	0	0	0.8089421873
TGME49_214830	823	5	5	0	0	0.7195897751
TGME49_214835	1514	5	5	0	0	0.2673773907
TGME49_214840	2870	16	16	0	0	0.638042736
TGME49_214870	929	5	4	1	0	0.4773691157
TGME49_214880	827	5	5	0	0	0.5768741867
TGME49_214900	831	4	3	1	0	0.7567482611
TGME49_214920	866	7	7	0	0	0.886264197
TGME49_214930	246	0				0.9067563443
TGME49_214940	110	0				0.837968472
TGME49_214950	969	3	3	0	0	0.8252842129
TGME49_214960	1860	11	11	0	0	0.5650307656
TGME49_214970	606	0				0.8523313778
TGME49_214980	2657	14	14	0	0	0.6635108661
TGME49_214990	1016	3	3	0	0	0.8496093444
TGME49_215010	817	3	3	0	0	0.3776418501
TGME49_215020	636	2	2	0	0	0.875931263
TGME49_215030	694	4	4	0	0	0.9172304152
TGME49_215040	873	4	4	0	0	0.8919862193
TGME49_215060	396	0				0.8008992589
TGME49_215070	404	4	3	1	0	0.9078530743
TGME49_215090	628	4	4	0	0	0.5665530944
TGME49_215130	897	9	9	0	0	0.5743381711
TGME49_215150	1318	8	7	1	0	0.7826280005
TGME49_215160	1721	16	16	0	0	0.8959855774
TGME49_215170	2256	19	19	0	0	0.8695791136
TGME49_215210	851	11	11	0	0	0.8889721641
TGME49_215220	74	1	0	1	0	0.6363310455
TGME49_215230	943	7	7	0	0	0.8761292085
TGME49_215250	283	1	0	1	0	0.4239259637
TGME49_215260	729	3	3	0	0	0.7943940803
TGME49_215280	791	3	3	0	0	0.6360546278
TGME49_215290	365	1	0	1	0	0.7195897751
TGME49_215300	194	0				0.8965617178
TGME49_215350	438	5	5	0	0	0.8414197806
TGME49_215360	305	4	4	0	0	0.813854927
TGME49_215370	207	4	3	1	0	0.3017817788
TGME49_215380	670	9	9	0	0	0.6079099019
TGME49_215385	269	2	2	0	0	0.7224306196
TGME49_215390	62	0				0.3926158063
TGME49_215400	224	1	1	0	0	0.9113328858
TGME49_215420	847	3	3	0	0	0.814722643
TGME49_215430	301	1	1	0	0	0.5915543561
TGME49_215440	921	10	9	1	0	0.6768502974
TGME49_215450	797	10	10	0	0	0.8153172268
TGME49_215460	221	0				0.9812014718
TGME49_215470	125	0				0.8226039235
TGME49_215480	168	2	2	0	0	0.847762333
TGME49_215490	703	4	4	0	0	0.8467789396
TGME49_215500	991	10	9	1	0	0.9832154628
TGME49_215510	236	8	2	6	0	0.401197506
TGME49_215520	2306	39	37	2	0	0.7893594685
TGME49_215530	219	1	1	0	0	0.8518437043
TGME49_215550	531	3	2	1	0	0.4534044575
TGME49_215560	732	2	2	0	0	0.6744325587
TGME49_215570	1381	7	7	0	0	0.5039750559
TGME49_215590	609	1	1	0	0	0.7757037136
TGME49_215600	1179	2	2	0	0	0.8502692049
TGME49_215610	597	0				0.8870730363
TGME49_215620	2632	11	10	1	0	0.8740756053
TGME49_215640	2349	19	18	1	0	0.9118336585
TGME49_215660	818	8	7	1	0	0.3505248468
TGME49_215680	36	0				0.9055932734
TGME49_215690	571	8	8	0	0	0.7662976033
TGME49_215700	945	7	6	1	0	0.8008019494
TGME49_215710	885	6	6	0	0	0.8221747711
TGME49_215730	821	2	2	0	0	0.8416809027
TGME49_215740	790	3	3	0	0	0.827828011
TGME49_215750	562	7	6	1	0	0.7130720227
TGME49_215775	83	1	1	0	0	0.4196287827
TGME49_215890	978	8	8	0	0	0.7678219347
TGME49_215895	3133	55	55	0	0	0.772663191
TGME49_215910	2267	28	28	0	0	0.9203494173
TGME49_215920	211	0				0.5872612768
TGME49_215930	274	0				0.5811897213
TGME49_215940	808	3	3	0	0	0.8580000442
TGME49_215950	1837	9	9	0	0	0.9820482874
TGME49_215955	1436	22	21	1	0	0.8205392938
TGME49_215960	301	7	1	6	0	0.4424665661
TGME49_215970	619	9	9	0	0	0.4345060844
TGME49_215980	52	0				0.6560901243
TGME49_215990	522	3	2	1	0	0.8987783969
TGME49_216000	566	1	0	1	0	0.8465715793
TGME49_216010	78	0				0.8987822239
TGME49_216020	666	2	2	0	0	0.6194740802
TGME49_216030	1079	4	4	0	0	0.5905585952
TGME49_216040	380	4	4	0	0	0.5232260242
TGME49_216050	389	1	0	1	0	0.9864845304
TGME49_216055	542	5	5	0	0	0.4378366867
TGME49_216060	609	8	6	2	0	0.4954697561
TGME49_216070	640	7	6	0	1	0.6011012184
TGME49_216080	850	12	12	0	0	0.8260610354
TGME49_216120	389	4	3	1	0	0.5919872836
TGME49_216130	132	2	2	0	0	0.8477377134
TGME49_216170	386	4	4	0	0	0.9147380782
TGME49_216180	253	1	1	0	0	0.7428719922
TGME49_216190	817	5	5	0	0	0.7971729871
TGME49_216210	880	9	9	0	0	0.5320349297
TGME49_216220	834	9	6	3	0	0.3800507965
TGME49_216240	969	4	3	1	0	0.6491589087
TGME49_216250	726	5	4	1	0	0.7724158886
TGME49_216260	924	4	4	0	0	0.9779100634
TGME49_216270						
TGME49_216280	339	4	4	0	0	0.9861194108
TGME49_216290	1206	16	15	1	0	0.8630645131
TGME49_216335	455	4	1	3	0	0.4595493173
TGME49_216370	505	2	2	0	0	0.8925542407
TGME49_216375	691	5	5	0	0	0.8986351591
TGME49_216380	1135	8	7	1	0	0.8281801586
TGME49_216390	1105	10	10	0	0	0.9251540915
TGME49_216410	797	6	6	0	0	0.6635881306
TGME49_216430	1928	13	13	0	0	0.3536414191
TGME49_216435	646	9	9	0	0	0.526220307
TGME49_216440	1164	12	11	1	0	0.879105508
TGME49_216450	758	3	3	0	0	0.9224372323
TGME49_216460	330	4	4	0	0	0.4972852849
TGME49_216470	578	4	4	0	0	0.815054507
TGME49_216480	453	1	1	0	0	0.5316777715
TGME49_216490	565	8	7	1	0	0.4657025007
TGME49_216500	312	4	4	0	0	0.8518638702
TGME49_216510	636	0				0.8990040571
TGME49_216530	416	2	2	0	0	0.4417603512
TGME49_216540	414	1	1	0	0	0.7335923861
TGME49_216560	592	1	0	1	0	0.6202825547
TGME49_216580	876	5	4	1	0	0.8801743464
TGME49_216585	273	1	0	1	0	0.2999882206
TGME49_216590	1116	6	6	0	0	0.6721839525
TGME49_216600	276	0				0.4988597561
TGME49_216620	1456	8	8	0	0	0.5693852449
TGME49_216640	2972	42	41	1	0	0.8331997804
TGME49_216650	105	1	1	0	0	0.3905005627
TGME49_216660	1871	14	14	0	0	0.8818340861
TGME49_216670	783	1	1	0	0	0.8541542357
TGME49_216680	823	2	2	0	0	0.8925198684
TGME49_216700	236	3	2	1	0	0.3926665977
TGME49_216720	143	0				0.7647373974
TGME49_216730	1752	10	9	1	0	0.9134940084
TGME49_216740	604	7	2	5	0	0.4066425735
TGME49_216750	733	3	3	0	0	0.8356331618
TGME49_216760	783	5	4	1	0	0.8989112231
TGME49_216770	682	6	5	1	0	0.7465148786
TGME49_216780	559	6	5	1	0	0.4630015
TGME49_216790	165	0				0.9125219918
TGME49_216800						
TGME49_216810	673	4	3	1	0	0.7703586281
TGME49_216820	983	6	6	0	0	0.9192601898
TGME49_216850	1079	11	11	0	0	0.8141581105
TGME49_216860	96	0				0.9290578647
TGME49_216870	1375	8	8	0	0	0.874959152
TGME49_216880	145	1	1	0	0	0.9228290245
TGME49_216890	783	2	2	0	0	0.7641239865
TGME49_216900	370	1	1	0	0	0.6496031345
TGME49_216910	496	9	9	0	0	0.3919137293
TGME49_216920	365	3	3	0	0	0.8281217282
TGME49_216930	525	2	2	0	0	0.9100477848
TGME49_216950	756	8	5	3	0	0.974055057
TGME49_216960	182	0				0.7471108009
TGME49_216970	588	6	6	0	0	0.9326055621
TGME49_216980	741	4	3	1	0	0.9211379393
TGME49_216990	1157	10	9	1	0	0.61908415
TGME49_217000	331	3	3	0	0	0.6134612691
TGME49_217010	845	5	5	0	0	0.326658454
TGME49_217020	399	3	2	1	0	0.6729320329
TGME49_217030	224	2	2	0	0	0.552276362
TGME49_217050	819	6	6	0	0	0.6587336089
TGME49_217160	1211	7	7	0	0	0.9804028694
TGME49_217220	1082	7	7	0	0	0.7708382863
TGME49_217340	897	5	5	0	0	0.6579699912
TGME49_217350	854	2	1	1	0	0.5993938132
TGME49_217360	1707	10	9	1	0	0.6656627842
TGME49_217400	500	2	2	0	0	0.9349390717
TGME49_217420	204	3	3	0	0	0.8186725184
TGME49_217430	391	4	4	0	0	0.5495505101
TGME49_217440	1243	14	13	1	0	0.7668359182
TGME49_217450	186	0				0.878548007
TGME49_217460	283	2	2	0	0	0.6916022896
TGME49_217480	991	8	8	0	0	0.587132285
TGME49_217490	44	3	1	2	0	0.8397748316
TGME49_217500	1208	15	14	1	0	0.9255932008
TGME49_217510	195	0				0.7707403072
TGME49_217520	403	5	3	2	0	0.4796816984
TGME49_217530	298	3	3	0	0	0.8496721372
TGME49_217540	574	8	7	1	0	0.7344552917
TGME49_217550	371	3	2	1	0	0.4247067649
TGME49_217555	348	3	3	0	0	0.5907625679
TGME49_217560	207	2	2	0	0	0.7433279936
TGME49_217570	93	1	1	0	0	0.8952614805
TGME49_217580	771	6	6	0	0	0.7424611723
TGME49_217590	1128	5	5	0	0	0.8920618768
TGME49_217600	1382	9	9	0	0	0.9164304367
TGME49_217610	660	17	16	1	0	0.5997115911
TGME49_217620	334	3	3	0	0	0.6902911518
TGME49_217640	240	1	1	0	0	0.6916756932
TGME49_217660	1184	18	17	1	0	0.8284592874
TGME49_217665	740	8	8	0	0	0.6729136124
TGME49_217670	815	5	5	0	0	0.9770340277
TGME49_217680	642	7	7	0	0	0.7631226291
TGME49_217688	1843	19	19	0	0	0.4242941301
TGME49_217692	1056	8	7	1	0	0.4931214427
TGME49_217700	888	6	6	0	0	0.4695052771
TGME49_217726						
TGME49_217730	1137	9	8	1	0	0.8528535206
TGME49_217740	252	0				0.7358954974
TGME49_217760	305	3	3	0	0	0.8132111029
TGME49_217770	773	4	2	2	0	0.5724747044
TGME49_217780	2225	19	15	4	0	0.7695815833
TGME49_217790	425	5	4	1	0	0.3529703003
TGME49_217820	539	2	1	1	0	0.8664409101
TGME49_217830	29	0				0.5629563915
TGME49_217870	1237	9	9	0	0	0.7532575842
TGME49_217875						
TGME49_217880						
TGME49_217890	130	0				0.9225968673
TGME49_217900	925	10	9	1	0	0.6328002099
TGME49_217910	432	8	7	1	0	0.7561733913
TGME49_218000	1226	10	10	0	0	0.8446590317
TGME49_218070	403	0				0.5882402134
TGME49_218200	1038	3	3	0	0	0.736756237
TGME49_218220	1751	4	4	0	0	0.896445942
TGME49_218230	737	7	7	0	0	0.7466594607
TGME49_218240	544	4	4	0	0	0.7451906622
TGME49_218250	254	1	1	0	0	0.6544081335
TGME49_218260	391	1	1	0	0	0.6913823303
TGME49_218270	292	6	5	1	0	0.8250623368
TGME49_218280	717	5	5	0	0	0.8452027692
TGME49_218300	2261	21	21	0	0	0.5253097785
TGME49_218358	271	3	3	0	0	0.9205726306
TGME49_218362	96	1	0	1	0	0.9032890054
TGME49_218410	243	1	1	0	0	0.9824219137
TGME49_218420	1012	4	4	0	0	0.8474432708
TGME49_218500	1428	9	8	1	0	0.8170467588
TGME49_218510						
TGME49_218520	161	4	4	0	0	0.5022404057
TGME49_218530	311	2	2	0	0	0.8799508776
TGME49_218540	238	3	3	0	0	0.8209497114
TGME49_218550	1604	7	7	0	0	0.4303254576
TGME49_218560	1538	9	8	1	0	0.7926351425
TGME49_218570	959	6	6	0	0	0.6009165595
TGME49_218580	184	0				0.9431744997
TGME49_218590	521	4	4	0	0	0.5566993772
TGME49_218600	734	3	3	0	0	0.8423651073
TGME49_218610	530	0				0.8845959084
TGME49_218720	2152	27	27	0	0	0.3299198747
TGME49_218730	1543	15	15	0	0	0.5271061526
TGME49_218740	378	13	13	0	0	0.8808087169
TGME49_218760	789	4	4	0	0	0.8095793295
TGME49_218770	572	3	2	1	0	0.6026119546
TGME49_218780	247	2	2	0	0	0.9711551773
TGME49_218790	1829	13	13	0	0	0.8989752737
TGME49_218800	757	11	10	1	0	0.7402462561
TGME49_218810	415	5	4	1	0	0.8255325718
TGME49_218820	104	0				0.922278081
TGME49_218830	735	7	5	2	0	0.9770340277
TGME49_218850	79	2	2	0	0	0.7590059324
TGME49_218870	1557	18	18	0	0	0.7634721285
TGME49_218880	1148	4	4	0	0	0.6683896782
TGME49_218910	880	11	10	1	0	0.926572215
TGME49_218920	644	6	5	1	0	0.9134525694
TGME49_218940	425	0				0.9305773554
TGME49_218950	742	4	3	1	0	0.8625423712
TGME49_218955	33	0				0.4979948241
TGME49_218960	1290	7	7	0	0	0.8226899332
TGME49_219070	1591	22	21	1	0	0.8447627296
TGME49_219080	1044	8	7	1	0	0.9058346439
TGME49_219100	824	8	6	1	1	0.6167013063
TGME49_219120	1373	8	7	1	0	0.5801546467
TGME49_219130	387	5	5	0	0	0.8816800121
TGME49_219140	90	0				0.9464205405
TGME49_219150	736	11	11	0	0	0.8971327348
TGME49_219170	474	3	3	0	0	0.860918226
TGME49_219180	977	14	14	0	0	0.8315447394
TGME49_219190	1172	10	9	0	1	0.7483840945
TGME49_219200	643	3	3	0	0	0.823971986
TGME49_219210	1342	11	11	0	0	0.8567755457
TGME49_219230	1663	32	31	1	0	0.5769704535
TGME49_219240	1085	23	23	0	0	0.408395043
TGME49_219250	539	3	1	2	0	0.4570112561
TGME49_219260	1465	12	12	0	0	0.9071271236
TGME49_219270	352	1	1	0	0	0.8316398707
TGME49_219280	1230	3	3	0	0	0.9233722296
TGME49_219290	680	3	2	1	0	0.7517390555
TGME49_219300	590	2	2	0	0	0.5103022598
TGME49_219310	755	1	0	1	0	0.9928985252
TGME49_219320	322	1	1	0	0	0.9336019354
TGME49_219430	576	4	4	0	0	0.49244175
TGME49_219440	491	2	1	1	0	0.6334164483
TGME49_219460	1004	6	6	0	0	0.7416351098
TGME49_219485	974	8	8	0	0	0.9397325373
TGME49_219500	1086	4	4	0	0	0.5806406356
TGME49_219510	934	3	1	2	0	0.6477269812
TGME49_219520	453	0				0.5914655887
TGME49_219530	623	2	2	0	0	0.9067043868
TGME49_219540	770	3	1	0	2	0.9128858219
TGME49_219550	210	0				0.9160055619
TGME49_219570	791	9	9	0	0	0.4320879601
TGME49_219590	307	3	3	0	0	0.6073883216
TGME49_219600	823	4	4	0	0	0.6081733921
TGME49_219610	2134	43	43	0	0	0.6050198334
TGME49_219620	2523	39	37	2	0	0.6444167126
TGME49_219630	345	0				0.7927293179
TGME49_219650	2178	28	27	0	1	0.8604840095
TGME49_219682	576	3	3	0	0	0.7458397344
TGME49_219690	150	1	1	0	0	0.6832840697
TGME49_219700	734	3	3	0	0	0.9104297571
TGME49_219710	1122	4	4	0	0	0.9482823856
TGME49_219720	1852	10	10	0	0	0.8481049028
TGME49_219730	900	11	11	0	0	0.5270029708
TGME49_219738	318	0				0.8636721215
TGME49_219750	129	0				0.9053634766
TGME49_219760	423	1	1	0	0	0.9848604118
TGME49_219770	516	0				0.7190404776
TGME49_219790	910	0				0.6535801113
TGME49_219800	893	2	1	1	0	0.8577056789
TGME49_219810	1156	12	12	0	0	0.340665057
TGME49_219820	449	0				0.9075165793
TGME49_219850	429	1	1	0	0	0.4785794876
TGME49_219860	791	2	2	0	0	0.5909748507
TGME49_220080	289	3	3	0	0	0.5073538195
TGME49_220090	881	9	9	0	0	0.6583728098
TGME49_220100	239	2	2	0	0	0.7255322956
TGME49_220120	907	8	8	0	0	0.3693362488
TGME49_220140	438	4	2	2	0	0.5862361723
TGME49_220150	978	9	9	0	0	0.5554072339
TGME49_220160	997	8	6	2	0	0.8776815404
TGME49_220170	809	7	6	1	0	0.8594681935
TGME49_220180	19	0				0.4852544537
TGME49_220190						
TGME49_220200	327	2	0	2	0	0.7829081944
TGME49_220208	591	1	1	0	0	0.4551817898
TGME49_220212	461	2	2	0	0	0.7237122793
TGME49_220230	1065	11	11	0	0	0.4226423684
TGME49_220240	494	3	2	1	0	0.5777725553
TGME49_220250	727	3	3	0	0	0.6832391163
TGME49_220260	163	0				0.8638226457
TGME49_220270	798	5	5	0	0	0.6972496067
TGME49_220290	845	9	9	0	0	0.6739786159
TGME49_220300	1392	11	11	0	0	0.7662766306
TGME49_220320	1117	4	4	0	0	0.8167087322
TGME49_220330	1393	6	5	1	0	0.9636764761
TGME49_220350	570	5	5	0	0	0.8420957095
TGME49_220360	1004	8	8	0	0	0.8115712668
TGME49_220370	1912	13	12	1	0	0.9058074042
TGME49_220380	1438	13	12	1	0	0.4060840877
TGME49_220390	1212	8	8	0	0	0.7350707333
TGME49_220400	119	0				0.9826104337
TGME49_220420	841	18	17	1	0	0.8231020053
TGME49_220430	901	11	9	2	0	0.9760012906
TGME49_220440	1383	14	14	0	0	0.843884598
TGME49_220470	804	5	2	3	0	0.7407625359
TGME49_220480	796	8	5	3	0	0.7616568129
TGME49_220490	831	2	2	0	0	0.4829797971
TGME49_220500	223	0				0.4030914222
TGME49_220510	714	5	5	0	0	0.4858631335
TGME49_220520	1402	10	9	1	0	0.7557434809
TGME49_220525						
TGME49_220530						
TGME49_220540	1091	15	11	4	0	0.667129366
TGME49_220570	673	6	5	0	1	0.9265767551
TGME49_220600	676	1	1	0	0	0.8875178251
TGME49_220610	781	8	6	2	0	0.9298080687
TGME49_220630	608	10	9	1	0	0.8065040574
TGME49_220840	670	4	4	0	0	0.5045316096
TGME49_220860	1226	4	4	0	0	0.9164331078
TGME49_220870	533	5	4	1	0	0.7167509874
TGME49_220880	1147	8	8	0	0	0.8455032322
TGME49_220890	185	4	2	0	2	0.735735319
TGME49_220900	348	1	1	0	0	0.602435425
TGME49_220910	936	3	2	1	0	0.6667494042
TGME49_220920	1112	11	11	0	0	0.7832359511
TGME49_220930	395	1	1	0	0	0.8279412519
TGME49_220940	288	1	0	1	0	0.9903095878
TGME49_220950	875	13	11	2	0	0.3788058801
TGME49_221160	1680	9	9	0	0	0.5433592606
TGME49_221170	565	2	1	1	0	0.9533428294
TGME49_221180	636	1	1	0	0	0.9858733448
TGME49_221190	627	2	2	0	0	0.6027335757
TGME49_221200	971	5	4	1	0	0.938790331
TGME49_221210	84	0				0.8362369386
TGME49_221230	1057	7	7	0	0	0.8660677951
TGME49_221250	1490	6	4	2	0	0.5870535238
TGME49_221260	623	6	5	1	0	0.5724143158
TGME49_221270	39	0				0.6121171136
TGME49_221275	754	11	8	3	0	0.6739453496
TGME49_221280	1404	7	5	1	1	0.6806533669
TGME49_221295	497	7	7	0	0	0.8952614805
TGME49_221320	694	1	1	0	0	0.539654436
TGME49_221330	717	13	13	0	0	0.5812593735
TGME49_221340	3337	34	34	0	0	0.4379959355
TGME49_221350	1140	11	11	0	0	0.8635976799
TGME49_221360	1065	4	3	1	0	0.7440319554
TGME49_221370	1200	15	15	0	0	0.8825525959
TGME49_221380	477	2	2	0	0	0.9751530053
TGME49_221390	415	1	1	0	0	0.8962635618
TGME49_221400	939	4	4	0	0	0.7200165036
TGME49_221410	2740	18	17	1	0	0.5370309284
TGME49_221440	699	4	4	0	0	0.8996259691
TGME49_221450	462	4	3	1	0	0.6621309026
TGME49_221460	241	0				0.6139640979
TGME49_221470	173	0				0.5003885921
TGME49_221480	1660	15	14	1	0	0.8554137062
TGME49_221490	670	3	3	0	0	0.8859648689
TGME49_221500	703	1	1	0	0	0.3716266517
TGME49_221510	248	0				0.8985811539
TGME49_221530	1002	8	6	2	0	0.6482788097
TGME49_221540	1026	10	9	1	0	0.9019823468
TGME49_221570	486	4	4	0	0	0.3897596248
TGME49_221580	614	4	4	0	0	0.7513654366
TGME49_221585	590	6	6	0	0	0.4153366652
TGME49_221590	356	3	2	1	0	0.5798963132
TGME49_221600	471	7	6	1	0	0.5682479502
TGME49_221610	2078	19	19	0	0	0.457896828
TGME49_221620	144	0				0.8281189098
TGME49_221630	1615	13	13	0	0	0.4903151644
TGME49_221640	1236	5	5	0	0	0.4307851871
TGME49_221660	1793	8	8	0	0	0.7485957954
TGME49_221670	1658	9	9	0	0	0.915557236
TGME49_221675	470	14	12	2	0	0.5794182189
TGME49_221690	887	7	6	1	0	0.6172901464
TGME49_221700	720	2	2	0	0	0.7314642661
TGME49_221710	897	3	2	1	0	0.5445850825
TGME49_221720	1111	6	5	0	1	0.4516040355
TGME49_221818	499	2	2	0	0	0.9002767815
TGME49_221850	1143	5	5	0	0	0.6846238519
TGME49_221870	1121	2	2	0	0	0.9027194108
TGME49_221900	548	2	2	0	0	0.6045069681
TGME49_221910	1265	2	2	0	0	0.8329904339
TGME49_221922	441	1	1	0	0	0.651593812
TGME49_221940	1267	7	7	0	0	0.9251073489
TGME49_221950	807	2	2	0	0	0.8558191627
TGME49_221970	770	0				0.9819276253
TGME49_221980	974	8	7	1	0	0.9309908374
TGME49_221990	298	0				0.448864272
TGME49_222000	412	1	1	0	0	0.8924915348
TGME49_222010	702	4	4	0	0	0.927865059
TGME49_222020	473	5	3	1	1	0.878912127
TGME49_222030	724	2	1	0	1	0.7741562902
TGME49_222040	723	9	8	1	0	0.8036748874
TGME49_222050	1952	25	25	0	0	0.5158179493
TGME49_222060	1718	22	22	0	0	0.6205412412
TGME49_222090	408	3	3	0	0	0.7811156087
TGME49_222100	760	13	11	2	0	0.5580909433
