Gene ID	Genomic Sequence ID	Genomic Location (Gene)	Gene Strand	Gene Type
TGME49_203705	TGME49_chrVIIa	TGME49_chrVIIa:2,312,047..2,313,521(-)	reverse	protein coding gene
TGME49_203710	TGME49_chrVIIa	TGME49_chrVIIa:2,296,532..2,310,876(-)	reverse	protein coding gene
TGME49_203720	TGME49_chrVIIa	TGME49_chrVIIa:2,292,037..2,296,418(+)	forward	protein coding gene
TGME49_203730	TGME49_chrVIIa	TGME49_chrVIIa:2,282,079..2,290,507(+)	forward	protein coding gene
TGME49_203740	TGME49_chrVIIa	TGME49_chrVIIa:2,278,594..2,280,488(-)	reverse	protein coding gene
TGME49_203750	TGME49_chrVIIa	TGME49_chrVIIa:2,262,208..2,278,520(+)	forward	protein coding gene
TGME49_203760	TGME49_chrVIIa	TGME49_chrVIIa:2,250,314..2,261,869(-)	reverse	protein coding gene
TGME49_203770	TGME49_chrVIIa	TGME49_chrVIIa:2,247,152..2,250,263(+)	forward	protein coding gene
TGME49_203780	TGME49_chrVIIa	TGME49_chrVIIa:2,240,044..2,245,991(+)	forward	protein coding gene
TGME49_203790	TGME49_chrVIIa	TGME49_chrVIIa:2,233,841..2,239,108(+)	forward	protein coding gene
TGME49_203800	TGME49_chrVIIa	TGME49_chrVIIa:2,224,872..2,232,433(+)	forward	protein coding gene
TGME49_203810	TGME49_chrVIIa	TGME49_chrVIIa:2,215,891..2,222,236(-)	reverse	protein coding gene
TGME49_203815	TGME49_chrVIIa	TGME49_chrVIIa:2,209,071..2,210,477(-)	reverse	protein coding gene
TGME49_203820	TGME49_chrVIIa	TGME49_chrVIIa:2,200,811..2,207,963(-)	reverse	protein coding gene
TGME49_203830	TGME49_chrVIIa	TGME49_chrVIIa:2,189,658..2,199,920(+)	forward	protein coding gene
TGME49_203840	TGME49_chrVIIa	TGME49_chrVIIa:2,179,250..2,188,025(+)	forward	protein coding gene
TGME49_203860	TGME49_chrVIIa	TGME49_chrVIIa:2,175,700..2,179,071(-)	reverse	protein coding gene
TGME49_203870	TGME49_chrVIIa	TGME49_chrVIIa:2,169,657..2,174,364(-)	reverse	protein coding gene
TGME49_203880	TGME49_chrVIIa	TGME49_chrVIIa:2,156,771..2,167,935(-)	reverse	protein coding gene
TGME49_203890	TGME49_chrVIIa	TGME49_chrVIIa:2,153,649..2,156,270(-)	reverse	protein coding gene
TGME49_203900	TGME49_chrVIIa	TGME49_chrVIIa:2,141,472..2,152,726(-)	reverse	protein coding gene
TGME49_203910	TGME49_chrVIIa	TGME49_chrVIIa:2,128,754..2,140,601(-)	reverse	protein coding gene
TGME49_203930	TGME49_chrVIIa	TGME49_chrVIIa:2,123,876..2,128,623(+)	forward	protein coding gene
TGME49_203940	TGME49_chrVIIa	TGME49_chrVIIa:2,108,374..2,121,821(-)	reverse	protein coding gene
TGME49_203950	TGME49_chrVIIa	TGME49_chrVIIa:2,095,151..2,108,281(+)	forward	protein coding gene
TGME49_203960	TGME49_chrVIIa	TGME49_chrVIIa:2,084,915..2,092,571(-)	reverse	protein coding gene
TGME49_203970	TGME49_chrVIIa	TGME49_chrVIIa:2,077,088..2,084,494(+)	forward	protein coding gene
TGME49_203980	TGME49_chrVIIa	TGME49_chrVIIa:2,061,050..2,075,435(+)	forward	protein coding gene
TGME49_203985	TGME49_chrVIIa	TGME49_chrVIIa:2,058,061..2,058,862(+)	forward	protein coding gene
TGME49_203990	TGME49_chrVIIa	TGME49_chrVIIa:2,055,220..2,057,980(-)	reverse	protein coding gene
TGME49_204000	TGME49_chrVIIa	TGME49_chrVIIa:2,052,709..2,053,467(-)	reverse	protein coding gene
TGME49_204010	TGME49_chrVIIa	TGME49_chrVIIa:2,050,173..2,052,328(-)	reverse	protein coding gene
TGME49_204020	TGME49_chrVIIa	TGME49_chrVIIa:2,045,912..2,049,135(+)	forward	protein coding gene
TGME49_204040	TGME49_chrVIIa	TGME49_chrVIIa:2,040,605..2,044,834(-)	reverse	protein coding gene
TGME49_204045	TGME49_chrVIIa	TGME49_chrVIIa:2,038,332..2,040,493(-)	reverse	protein coding gene
TGME49_204050	TGME49_chrVIIa	TGME49_chrVIIa:2,030,099..2,037,589(+)	forward	protein coding gene
TGME49_204060	TGME49_chrVIIa	TGME49_chrVIIa:2,019,921..2,028,203(+)	forward	protein coding gene
TGME49_204070	TGME49_chrVIIa	TGME49_chrVIIa:2,011,685..2,019,463(-)	reverse	protein coding gene
TGME49_204080	TGME49_chrVIIa	TGME49_chrVIIa:2,004,069..2,011,642(+)	forward	protein coding gene
TGME49_204090	TGME49_chrVIIa	TGME49_chrVIIa:2,000,444..2,001,508(-)	reverse	protein coding gene
TGME49_204100	TGME49_chrVIIa	TGME49_chrVIIa:1,982,845..2,000,440(-)	reverse	protein coding gene
TGME49_204110	TGME49_chrVIIa	TGME49_chrVIIa:1,981,210..1,982,698(-)	reverse	protein coding gene
TGME49_204120	TGME49_chrVIIa	TGME49_chrVIIa:1,973,855..1,980,141(-)	reverse	protein coding gene
TGME49_204130	TGME49_chrVIIa	TGME49_chrVIIa:1,961,080..1,971,930(-)	reverse	protein coding gene
TGME49_204140	TGME49_chrVIIa	TGME49_chrVIIa:1,950,105..1,959,969(-)	reverse	protein coding gene
TGME49_204160	TGME49_chrVIIa	TGME49_chrVIIa:1,935,843..1,946,839(-)	reverse	protein coding gene
TGME49_204270	TGME49_chrVIIa	TGME49_chrVIIa:1,931,594..1,934,615(-)	reverse	protein coding gene
TGME49_204280	TGME49_chrVIIa	TGME49_chrVIIa:1,922,292..1,930,164(+)	forward	protein coding gene
TGME49_204290	TGME49_chrVIIa	TGME49_chrVIIa:1,914,800..1,920,115(+)	forward	protein coding gene
TGME49_204300	TGME49_chrVIIa	TGME49_chrVIIa:1,910,324..1,913,705(-)	reverse	protein coding gene
TGME49_204310	TGME49_chrVIIa	TGME49_chrVIIa:1,885,786..1,909,019(+)	forward	protein coding gene
TGME49_204320	TGME49_chrVIIa	TGME49_chrVIIa:1,882,138..1,884,178(+)	forward	protein coding gene
TGME49_204325	TGME49_chrVIIa	TGME49_chrVIIa:1,879,272..1,881,072(+)	forward	protein coding gene
TGME49_204330	TGME49_chrVIIa	TGME49_chrVIIa:1,874,024..1,879,196(+)	forward	protein coding gene
TGME49_204340	TGME49_chrVIIa	TGME49_chrVIIa:1,868,940..1,874,309(-)	reverse	protein coding gene
TGME49_204350	TGME49_chrVIIa	TGME49_chrVIIa:1,858,897..1,866,539(-)	reverse	protein coding gene
TGME49_204360	TGME49_chrVIIa	TGME49_chrVIIa:1,850,364..1,858,615(+)	forward	protein coding gene
TGME49_204370	TGME49_chrVIIa	TGME49_chrVIIa:1,845,245..1,848,774(+)	forward	protein coding gene
TGME49_204380	TGME49_chrVIIa	TGME49_chrVIIa:1,831,797..1,844,826(-)	reverse	protein coding gene
TGME49_204390	TGME49_chrVIIa	TGME49_chrVIIa:1,826,925..1,829,807(+)	forward	protein coding gene
TGME49_204395	TGME49_chrVIIa	TGME49_chrVIIa:1,823,396..1,826,878(+)	forward	protein coding gene
TGME49_204400	TGME49_chrVIIa	TGME49_chrVIIa:1,815,121..1,822,859(+)	forward	protein coding gene
TGME49_204410	TGME49_chrVIIa	TGME49_chrVIIa:1,804,010..1,814,861(-)	reverse	protein coding gene
TGME49_204420	TGME49_chrVIIa	TGME49_chrVIIa:1,801,505..1,803,994(+)	forward	protein coding gene
TGME49_204440	TGME49_chrVIIa	TGME49_chrVIIa:1,780,541..1,796,670(-)	reverse	protein coding gene
TGME49_204460	TGME49_chrVIIa	TGME49_chrVIIa:1,774,958..1,780,309(+)	forward	protein coding gene
TGME49_204480	TGME49_chrVIIa	TGME49_chrVIIa:1,753,189..1,764,802(-)	reverse	protein coding gene
TGME49_204490	TGME49_chrVIIa	TGME49_chrVIIa:1,749,819..1,753,041(-)	reverse	protein coding gene
TGME49_204500	TGME49_chrVIIa	TGME49_chrVIIa:1,745,140..1,748,511(+)	forward	protein coding gene
TGME49_204505	TGME49_chrVIIa	TGME49_chrVIIa:1,742,804..1,744,222(+)	forward	protein coding gene
TGME49_204510	TGME49_chrVIIa	TGME49_chrVIIa:1,736,033..1,742,699(-)	reverse	protein coding gene
TGME49_204520	TGME49_chrVIIa	TGME49_chrVIIa:1,733,544..1,735,767(-)	reverse	protein coding gene
TGME49_204530	TGME49_chrVIIa	TGME49_chrVIIa:1,730,526..1,732,967(-)	reverse	protein coding gene
TGME49_204540	TGME49_chrVIIa	TGME49_chrVIIa:1,727,971..1,730,916(+)	forward	protein coding gene
TGME49_204550	TGME49_chrVIIa	TGME49_chrVIIa:1,722,256..1,727,834(-)	reverse	protein coding gene
TGME49_204560	TGME49_chrVIIa	TGME49_chrVIIa:1,698,443..1,721,297(+)	forward	protein coding gene
TGME49_204870	TGME49_chrVIIa	TGME49_chrVIIa:1,691,316..1,697,019(-)	reverse	protein coding gene
TGME49_204880	TGME49_chrVIIa	TGME49_chrVIIa:1,685,391..1,689,557(-)	reverse	protein coding gene
TGME49_205000	TGME49_chrVIIa	TGME49_chrVIIa:1,681,035..1,685,140(+)	forward	protein coding gene
TGME49_205010	TGME49_chrVIIa	TGME49_chrVIIa:1,670,262..1,680,884(-)	reverse	protein coding gene
TGME49_205020	TGME49_chrVIIa	TGME49_chrVIIa:1,667,855..1,670,643(-)	reverse	protein coding gene
TGME49_205030	TGME49_chrVIIa	TGME49_chrVIIa:1,665,152..1,668,368(+)	forward	protein coding gene
TGME49_205040	TGME49_chrVIIa	TGME49_chrVIIa:1,656,728..1,665,021(-)	reverse	protein coding gene
TGME49_205050	TGME49_chrVIIa	TGME49_chrVIIa:1,649,557..1,656,584(-)	reverse	protein coding gene
TGME49_205060	TGME49_chrVIIa	TGME49_chrVIIa:1,644,118..1,649,445(-)	reverse	protein coding gene
TGME49_205070	TGME49_chrVIIa	TGME49_chrVIIa:1,643,449..1,644,627(+)	forward	protein coding gene
TGME49_205080	TGME49_chrVIIa	TGME49_chrVIIa:1,640,972..1,642,593(-)	reverse	protein coding gene
TGME49_205090	TGME49_chrVIIa	TGME49_chrVIIa:1,638,189..1,640,222(-)	reverse	protein coding gene
TGME49_205100	TGME49_chrVIIa	TGME49_chrVIIa:1,631,776..1,638,081(-)	reverse	protein coding gene
TGME49_205120	TGME49_chrVIIa	TGME49_chrVIIa:1,623,116..1,630,143(-)	reverse	protein coding gene
TGME49_205140	TGME49_chrVIIa	TGME49_chrVIIa:1,588,077..1,594,132(+)	forward	protein coding gene
TGME49_205150	TGME49_chrVIIa	TGME49_chrVIIa:1,577,513..1,586,882(+)	forward	protein coding gene
TGME49_205160	TGME49_chrVIIa	TGME49_chrVIIa:1,569,794..1,576,215(+)	forward	protein coding gene
TGME49_205170	TGME49_chrVIIa	TGME49_chrVIIa:1,566,388..1,568,702(+)	forward	protein coding gene
TGME49_205180	TGME49_chrVIIa	TGME49_chrVIIa:1,562,289..1,566,194(-)	reverse	protein coding gene
TGME49_205190	TGME49_chrVIIa	TGME49_chrVIIa:1,554,029..1,561,125(+)	forward	protein coding gene
TGME49_205200	TGME49_chrVIIa	TGME49_chrVIIa:1,546,734..1,553,816(-)	reverse	protein coding gene
TGME49_205210	TGME49_chrVIIa	TGME49_chrVIIa:1,540,948..1,545,343(+)	forward	protein coding gene
TGME49_205220	TGME49_chrVIIa	TGME49_chrVIIa:1,531,242..1,540,852(+)	forward	protein coding gene
TGME49_205230	TGME49_chrVIIa	TGME49_chrVIIa:1,530,021..1,531,601(-)	reverse	protein coding gene
TGME49_205240	TGME49_chrVIIa	TGME49_chrVIIa:1,516,409..1,526,894(-)	reverse	protein coding gene
TGME49_205250	TGME49_chrVIIa	TGME49_chrVIIa:1,513,497..1,516,225(-)	reverse	protein coding gene
TGME49_205265	TGME49_chrVIIa	TGME49_chrVIIa:1,503,921..1,513,134(+)	forward	protein coding gene
TGME49_205280	TGME49_chrVIIa	TGME49_chrVIIa:1,496,499..1,500,757(+)	forward	protein coding gene
TGME49_205290	TGME49_chrVIIa	TGME49_chrVIIa:1,488,734..1,494,308(-)	reverse	protein coding gene
TGME49_205300	TGME49_chrVIIa	TGME49_chrVIIa:1,478,954..1,487,659(-)	reverse	protein coding gene
TGME49_205310	TGME49_chrVIIa	TGME49_chrVIIa:1,478,406..1,478,485(+)	forward	ncRNA gene
TGME49_205320	TGME49_chrVIIa	TGME49_chrVIIa:1,472,398..1,477,627(+)	forward	protein coding gene
TGME49_205330	TGME49_chrVIIa	TGME49_chrVIIa:1,470,020..1,472,108(-)	reverse	protein coding gene
TGME49_205340	TGME49_chrVIIa	TGME49_chrVIIa:1,467,542..1,469,819(+)	forward	protein coding gene
TGME49_205350	TGME49_chrVIIa	TGME49_chrVIIa:1,460,352..1,463,704(-)	reverse	protein coding gene
TGME49_205360	TGME49_chrVIIa	TGME49_chrVIIa:1,442,087..1,460,074(+)	forward	protein coding gene
TGME49_205370	TGME49_chrVIIa	TGME49_chrVIIa:1,436,685..1,440,179(+)	forward	protein coding gene
TGME49_205380	TGME49_chrVIIa	TGME49_chrVIIa:1,429,899..1,434,694(+)	forward	protein coding gene
TGME49_205390	TGME49_chrVIIa	TGME49_chrVIIa:1,425,436..1,426,881(-)	reverse	protein coding gene
TGME49_205398	TGME49_chrVIIa	TGME49_chrVIIa:1,424,012..1,425,466(+)	forward	protein coding gene
TGME49_205402	TGME49_chrVIIa	TGME49_chrVIIa:1,421,687..1,423,761(+)	forward	protein coding gene
TGME49_205410	TGME49_chrVIIa	TGME49_chrVIIa:1,418,022..1,420,925(+)	forward	protein coding gene
TGME49_205420	TGME49_chrVIIa	TGME49_chrVIIa:1,412,340..1,417,635(-)	reverse	protein coding gene
TGME49_205425	TGME49_chrVIIa	TGME49_chrVIIa:1,411,447..1,412,483(+)	forward	protein coding gene
TGME49_205430	TGME49_chrVIIa	TGME49_chrVIIa:1,404,029..1,410,162(-)	reverse	protein coding gene
TGME49_205440	TGME49_chrVIIa	TGME49_chrVIIa:1,396,958..1,403,595(+)	forward	protein coding gene
TGME49_205450	TGME49_chrVIIa	TGME49_chrVIIa:1,394,616..1,396,203(+)	forward	protein coding gene
TGME49_205460	TGME49_chrVIIa	TGME49_chrVIIa:1,389,820..1,394,454(-)	reverse	protein coding gene
TGME49_205470	TGME49_chrVIIa	TGME49_chrVIIa:1,385,219..1,389,734(+)	forward	protein coding gene
TGME49_205480	TGME49_chrVIIa	TGME49_chrVIIa:1,381,919..1,384,973(-)	reverse	protein coding gene
TGME49_205490	TGME49_chrVIIa	TGME49_chrVIIa:1,374,514..1,380,659(-)	reverse	protein coding gene
TGME49_205500	TGME49_chrVIIa	TGME49_chrVIIa:1,365,802..1,374,387(+)	forward	protein coding gene
TGME49_205510	TGME49_chrVIIa	TGME49_chrVIIa:1,359,695..1,365,659(-)	reverse	protein coding gene
TGME49_205520	TGME49_chrVIIa	TGME49_chrVIIa:1,354,812..1,359,044(+)	forward	protein coding gene
TGME49_205530	TGME49_chrVIIa	TGME49_chrVIIa:1,354,203..1,355,766(-)	reverse	protein coding gene
TGME49_205540	TGME49_chrVIIa	TGME49_chrVIIa:1,346,122..1,353,902(+)	forward	protein coding gene
TGME49_205550	TGME49_chrVIIa	TGME49_chrVIIa:1,338,353..1,345,899(-)	reverse	protein coding gene
TGME49_205558	TGME49_chrVIIa	TGME49_chrVIIa:1,334,013..1,336,945(+)	forward	protein coding gene
TGME49_205562	TGME49_chrVIIa	TGME49_chrVIIa:1,306,210..1,331,888(+)	forward	protein coding gene
TGME49_205570	TGME49_chrVIIa	TGME49_chrVIIa:1,301,492..1,305,825(-)	reverse	protein coding gene
TGME49_205580	TGME49_chrVIIa	TGME49_chrVIIa:1,293,365..1,298,462(+)	forward	protein coding gene
TGME49_205590	TGME49_chrVIIa	TGME49_chrVIIa:1,285,326..1,292,483(-)	reverse	protein coding gene
TGME49_205600	TGME49_chrVIIa	TGME49_chrVIIa:1,278,721..1,285,055(+)	forward	protein coding gene
TGME49_205615	TGME49_chrVIIa	TGME49_chrVIIa:1,261,022..1,275,159(-)	reverse	protein coding gene
TGME49_205625	TGME49_chrVIIa	TGME49_chrVIIa:1,252,817..1,260,440(-)	reverse	protein coding gene
TGME49_205630	TGME49_chrVIIa	TGME49_chrVIIa:1,252,125..1,252,740(+)	forward	protein coding gene
TGME49_205640	TGME49_chrVIIa	TGME49_chrVIIa:1,243,067..1,250,529(+)	forward	protein coding gene
TGME49_205650	TGME49_chrVIIa	TGME49_chrVIIa:1,233,635..1,239,876(-)	reverse	protein coding gene
TGME49_205658	TGME49_chrVIIa	TGME49_chrVIIa:1,228,154..1,233,599(+)	forward	protein coding gene
TGME49_205662	TGME49_chrVIIa	TGME49_chrVIIa:1,225,772..1,228,104(+)	forward	protein coding gene
TGME49_205670	TGME49_chrVIIa	TGME49_chrVIIa:1,222,262..1,225,724(+)	forward	protein coding gene
TGME49_205680	TGME49_chrVIIa	TGME49_chrVIIa:1,214,495..1,219,931(-)	reverse	protein coding gene
TGME49_205690	TGME49_chrVIIa	TGME49_chrVIIa:1,212,241..1,214,704(+)	forward	protein coding gene
TGME49_205700	TGME49_chrVIIa	TGME49_chrVIIa:1,210,070..1,210,994(+)	forward	protein coding gene
TGME49_205710	TGME49_chrVIIa	TGME49_chrVIIa:1,202,639..1,208,426(+)	forward	protein coding gene
TGME49_205720	TGME49_chrVIIa	TGME49_chrVIIa:1,197,625..1,201,754(-)	reverse	protein coding gene
TGME49_205730	TGME49_chrVIIa	TGME49_chrVIIa:1,193,546..1,197,604(+)	forward	protein coding gene
TGME49_205740	TGME49_chrVIIa	TGME49_chrVIIa:1,178,802..1,193,361(-)	reverse	protein coding gene
TGME49_205750	TGME49_chrVIIa	TGME49_chrVIIa:1,172,717..1,178,414(+)	forward	protein coding gene
TGME49_205760	TGME49_chrVIIa	TGME49_chrVIIa:1,169,855..1,171,995(-)	reverse	protein coding gene
TGME49_205770	TGME49_chrVIIa	TGME49_chrVIIa:1,084,716..1,086,993(+)	forward	protein coding gene
TGME49_206290	TGME49_chrVIIa	TGME49_chrVIIa:1,079,269..1,084,342(+)	forward	protein coding gene
TGME49_206300	TGME49_chrVIIa	TGME49_chrVIIa:1,075,623..1,078,820(-)	reverse	protein coding gene
TGME49_206310	TGME49_chrVIIa	TGME49_chrVIIa:1,069,333..1,075,192(+)	forward	protein coding gene
TGME49_206320	TGME49_chrVIIa	TGME49_chrVIIa:1,062,727..1,067,765(+)	forward	protein coding gene
TGME49_206330	TGME49_chrVIIa	TGME49_chrVIIa:1,056,525..1,061,194(+)	forward	protein coding gene
TGME49_206340	TGME49_chrVIIa	TGME49_chrVIIa:1,053,071..1,056,340(-)	reverse	protein coding gene
TGME49_206350	TGME49_chrVIIa	TGME49_chrVIIa:1,048,216..1,053,132(+)	forward	protein coding gene
TGME49_206360	TGME49_chrVIIa	TGME49_chrVIIa:1,044,218..1,048,031(-)	reverse	protein coding gene
TGME49_206380	TGME49_chrVIIa	TGME49_chrVIIa:1,031,516..1,043,567(+)	forward	protein coding gene
TGME49_206390	TGME49_chrVIIa	TGME49_chrVIIa:1,022,476..1,029,580(-)	reverse	protein coding gene
TGME49_206400	TGME49_chrVIIa	TGME49_chrVIIa:1,014,526..1,018,202(-)	reverse	protein coding gene
TGME49_206415	TGME49_chrVIIa	TGME49_chrVIIa:993,927..1,013,604(+)	forward	protein coding gene
TGME49_206430	TGME49_chrVIIa	TGME49_chrVIIa:973,325..991,259(-)	reverse	protein coding gene
TGME49_206440	TGME49_chrVIIa	TGME49_chrVIIa:971,343..973,737(+)	forward	protein coding gene
TGME49_206450	TGME49_chrVIIa	TGME49_chrVIIa:957,556..971,155(-)	reverse	protein coding gene
TGME49_206460	TGME49_chrVIIa	TGME49_chrVIIa:955,334..958,198(-)	reverse	protein coding gene
TGME49_206470	TGME49_chrVIIa	TGME49_chrVIIa:946,405..955,090(+)	forward	protein coding gene
TGME49_206480	TGME49_chrVIIa	TGME49_chrVIIa:943,226..946,483(-)	reverse	protein coding gene
TGME49_206490	TGME49_chrVIIa	TGME49_chrVIIa:932,262..942,138(+)	forward	protein coding gene
TGME49_206500	TGME49_chrVIIa	TGME49_chrVIIa:920,085..928,619(-)	reverse	protein coding gene
TGME49_206510	TGME49_chrVIIa	TGME49_chrVIIa:903,220..918,787(+)	forward	protein coding gene
TGME49_206520	TGME49_chrVIIa	TGME49_chrVIIa:902,361..903,144(+)	forward	protein coding gene
TGME49_206540	TGME49_chrVIIa	TGME49_chrVIIa:893,543..902,490(-)	reverse	protein coding gene
TGME49_206550	TGME49_chrVIIa	TGME49_chrVIIa:840,650..893,914(+)	forward	protein coding gene
TGME49_206560	TGME49_chrVIIa	TGME49_chrVIIa:837,856..840,482(-)	reverse	protein coding gene
TGME49_206570	TGME49_chrVIIa	TGME49_chrVIIa:831,901..837,479(+)	forward	protein coding gene
TGME49_206580	TGME49_chrVIIa	TGME49_chrVIIa:811,866..831,276(+)	forward	protein coding gene
TGME49_206590	TGME49_chrVIIa	TGME49_chrVIIa:798,833..807,812(-)	reverse	protein coding gene
TGME49_206600	TGME49_chrVIIa	TGME49_chrVIIa:792,586..798,068(+)	forward	protein coding gene
TGME49_206610	TGME49_chrVIIa	TGME49_chrVIIa:779,997..789,952(-)	reverse	protein coding gene
TGME49_206620	TGME49_chrVIIa	TGME49_chrVIIa:774,694..779,707(+)	forward	protein coding gene
TGME49_206630	TGME49_chrVIIa	TGME49_chrVIIa:768,994..773,228(-)	reverse	protein coding gene
TGME49_206640	TGME49_chrVIIa	TGME49_chrVIIa:757,307..768,300(+)	forward	protein coding gene
TGME49_206650	TGME49_chrVIIa	TGME49_chrVIIa:747,628..755,008(-)	reverse	protein coding gene
TGME49_206660	TGME49_chrVIIa	TGME49_chrVIIa:742,159..745,929(+)	forward	protein coding gene
TGME49_206670	TGME49_chrVIIa	TGME49_chrVIIa:729,549..741,979(-)	reverse	protein coding gene
TGME49_206680	TGME49_chrVIIa	TGME49_chrVIIa:725,362..728,220(-)	reverse	protein coding gene
TGME49_206690	TGME49_chrVIIa	TGME49_chrVIIa:721,133..724,904(+)	forward	protein coding gene
TGME49_206700	TGME49_chrVIIa	TGME49_chrVIIa:715,990..718,759(-)	reverse	protein coding gene
TGME49_206710	TGME49_chrVIIa	TGME49_chrVIIa:709,999..715,264(+)	forward	protein coding gene
TGME49_206910	TGME49_chrIV	TGME49_chrIV:49,229..50,573(-)	reverse	protein coding gene
TGME49_207005	TGME49_chrX	TGME49_chrX:7,328,535..7,330,951(+)	forward	protein coding gene
TGME49_207010	TGME49_chrX	TGME49_chrX:7,332,876..7,335,059(+)	forward	protein coding gene
TGME49_207015	TGME49_chrX	TGME49_chrX:7,339,306..7,341,694(+)	forward	protein coding gene
TGME49_207020	TGME49_chrX	TGME49_chrX:7,342,063..7,345,830(-)	reverse	protein coding gene
TGME49_207040	TGME49_chrX	TGME49_chrX:7,345,996..7,357,300(+)	forward	protein coding gene
TGME49_207050	TGME49_chrX	TGME49_chrX:7,358,272..7,360,580(-)	reverse	protein coding gene
TGME49_207060	TGME49_chrX	TGME49_chrX:7,362,233..7,367,163(-)	reverse	protein coding gene
TGME49_207065	TGME49_chrX	TGME49_chrX:7,366,497..7,369,069(-)	reverse	protein coding gene
TGME49_207070	TGME49_chrX	TGME49_chrX:7,369,038..7,373,235(-)	reverse	protein coding gene
TGME49_207080	TGME49_chrX	TGME49_chrX:7,373,449..7,384,597(+)	forward	protein coding gene
TGME49_207100	TGME49_chrX	TGME49_chrX:7,385,718..7,396,444(-)	reverse	protein coding gene
TGME49_207120	TGME49_chrX	TGME49_chrX:7,397,117..7,411,347(+)	forward	protein coding gene
TGME49_207130	TGME49_chrX	TGME49_chrX:7,412,597..7,414,051(-)	reverse	protein coding gene
TGME49_207140	TGME49_chrX	TGME49_chrX:7,414,926..7,416,521(-)	reverse	protein coding gene
TGME49_207150	TGME49_chrX	TGME49_chrX:7,417,331..7,419,129(-)	reverse	protein coding gene
TGME49_207160	TGME49_chrX	TGME49_chrX:7,420,834..7,423,106(-)	reverse	protein coding gene
TGME49_207170	TGME49_chrX	TGME49_chrX:7,424,971..7,428,117(+)	forward	protein coding gene
TGME49_207180	TGME49_chrX	TGME49_chrX:7,428,849..7,437,578(+)	forward	protein coding gene
TGME49_207200	TGME49_chrX	TGME49_chrX:7,437,696..7,446,822(-)	reverse	protein coding gene
TGME49_207210	TGME49_chrX	TGME49_chrX:7,452,069..7,452,914(+)	forward	protein coding gene
TGME49_207230	TGME49_chrX	TGME49_chrX:7,453,472..7,458,825(-)	reverse	protein coding gene
TGME49_207240	TGME49_chrX	TGME49_chrX:7,458,712..7,461,606(+)	forward	protein coding gene
TGME49_207250	TGME49_chrX	TGME49_chrX:7,462,009..7,468,576(-)	reverse	protein coding gene
TGME49_207350	TGME49_chrIb	TGME49_chrIb:3,877..7,307(-)	reverse	protein coding gene
TGME49_207365	TGME49_chrIb	TGME49_chrIb:8,640..8,721(-)	reverse	ncRNA gene
TGME49_207370	TGME49_chrIb	TGME49_chrIb:11,021..17,523(-)	reverse	protein coding gene
TGME49_207380	TGME49_chrIb	TGME49_chrIb:19,841..19,922(-)	reverse	ncRNA gene
TGME49_207390	TGME49_chrIb	TGME49_chrIb:20,724..29,394(-)	reverse	protein coding gene
TGME49_207400	TGME49_chrIb	TGME49_chrIb:29,600..34,177(+)	forward	protein coding gene
TGME49_207403	TGME49_chrIb	TGME49_chrIb:36,716..37,587(+)	forward	protein coding gene
TGME49_207420	TGME49_chrIb	TGME49_chrIb:47,135..48,670(-)	reverse	protein coding gene
TGME49_207430	TGME49_chrIb	TGME49_chrIb:48,773..60,792(+)	forward	protein coding gene
